"Guid","Description","OpportunityId","Quantity","SBQQ__ParentID__c","SBQQ__QuoteLine__c","SBQQ__SubscriptionType__c","ServiceDate","SortOrder","TotalPrice","UnitPrice","sbaa__ApprovalStatus__c"
000d19fb-c294-45a7-bfff-b86ecb405774,"#N/A",7eb706bd-cb98-4c89-9260-f57c8b1660ff,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",25000.0,25000.0,"#N/A"
0012e746-25af-4b5a-91dc-16f4e932e662,"#N/A",568417ba-ffa6-46f4-92ac-ae2935db9a05,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
0021051e-cce2-4c3d-8f0f-fda4060c8750,"#N/A",741166cc-65a3-42eb-8967-dde271e0eaaa,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
00210f93-d9c8-4022-8eff-fb0d16da6d6d,"#N/A",07a4ee8e-56f1-48b8-a1b3-596fa16b911d,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",75000.0,75000.0,"#N/A"
0023e2b4-c4b5-49c7-be75-9ee689632e69,"#N/A",efc0baaf-758d-4da6-842d-40f4aaa34856,18.0,"#N/A","#N/A","#N/A","#N/A","#N/A",4482.0,249.0,"#N/A"
002c2fda-a004-45a8-bbca-f362966f84e4,"#N/A",f9eebeff-e460-4ade-9be4-d3a0cf67e9e4,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
002f3988-442f-48fc-922e-d063e83e3d37,"#N/A",f8fc1069-57c5-4efc-af62-66623df7b3df,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
004d5ea1-5aba-424b-96b1-db23dde78b63,"#N/A",2f2ecac6-0c34-4e92-9f9a-126e3369ccaa,8.0,"#N/A","#N/A","#N/A","#N/A","#N/A",400.0,50.0,"#N/A"
00507bc4-977c-4e51-9f79-47efc6d6a2b9,"#N/A",e10f69fb-29fc-473a-b47c-6306b58fc211,4.0,"#N/A","#N/A","#N/A","#N/A","#N/A",3600.0,900.0,"#N/A"
005e3224-ee09-457f-8b42-0a80f8f57fb7,"#N/A",77257361-5a56-478c-83c9-e602eda60f4c,1.0,"#N/A","#N/A","#N/A","#N/A","#N/A",5000.0,5000.0,"#N/A"
